CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn_Probability,Actual_Churn,CustomerId
647,Germany,1,35,3,192407.97,1,1,1,40145.28,0.088407636,0,15690332
590,France,1,43,8,0.0,2,1,1,143628.31,0.016544648,0,15791501
713,Germany,0,38,7,144606.22,1,1,1,56594.36,0.4257117,1,15788291
791,France,1,36,6,111168.97,1,1,1,189969.91,0.07447856,0,15615140
620,France,0,29,1,138740.24,2,0,0,154700.61,0.010284282,0,15694395
637,Germany,1,30,1,122185.53,1,1,0,102566.46,0.2229485,1,15713426
544,France,0,32,9,110728.39,1,1,1,14559.62,0.10943904,0,15675422
637,Spain,0,40,6,0.0,2,1,1,181610.6,0.009418749,0,15595067
658,France,1,42,8,102870.93,1,0,1,103764.55,0.059710413,1,15738889
714,France,0,51,4,88308.87,3,0,0,5862.53,0.99790835,1,15610446
642,France,0,33,4,84607.34,2,0,1,60059.47,0.024618674,0,15591360
613,Germany,0,43,4,140681.68,1,0,1,20134.07,0.42776236,0,15637891
684,Germany,1,32,3,102630.13,2,1,1,127433.47,0.011405439,0,15567246
701,Germany,0,48,1,92072.68,1,1,1,133992.36,0.6354133,0,15727944
615,France,0,30,9,0.0,1,1,0,87347.82,0.30679777,0,15752731
599,Germany,1,39,2,188976.89,2,0,1,176142.09,0.009648062,0,15635097
554,France,0,26,7,92606.86,2,1,0,192709.69,0.00783132,0,15813144
589,Germany,0,19,9,83495.11,1,1,1,143022.31,0.025407743,1,15782418
653,France,1,43,0,0.0,2,1,0,27862.58,0.07881967,0,15568469
633,Spain,1,33,4,137847.41,2,1,0,98349.13,0.115648024,0,15639322
762,Germany,1,28,3,125155.83,2,1,1,106024.02,0.030124625,0,15626044
743,Germany,1,39,3,119695.75,1,0,1,26136.13,0.53810155,0,15596379
714,Spain,1,45,0,124693.48,1,0,1,187194.15,0.075872876,0,15635078
827,France,0,60,2,0.0,2,0,1,60615.83,0.024577077,0,15658693
595,Spain,1,35,8,0.0,1,1,0,100015.79,0.35690796,1,15700854
663,France,1,36,10,0.0,2,1,0,136349.55,0.003544118,0,15774872
544,Spain,1,37,2,0.0,2,0,0,135067.02,0.005161065,0,15778089
775,Germany,1,32,8,121669.23,1,0,1,125898.39,0.22243266,0,15714355
702,Germany,0,36,2,105264.88,2,1,1,52909.87,0.07402292,0,15763579
583,France,0,42,4,0.0,2,1,0,17439.66,0.015335791,0,15645269
670,France,0,42,6,112333.63,1,1,1,65706.86,0.06045582,0,15815552
526,Spain,1,49,2,0.0,1,1,0,114539.67,0.8201878,1,15661162
778,France,1,37,3,141803.77,1,0,1,179421.84,0.07781704,0,15758136
614,France,1,38,2,116248.88,1,1,0,105140.92,0.040486272,0,15792660
561,Germany,1,32,6,166824.59,1,1,0,139451.98,0.05056568,0,15569678
556,France,1,34,8,163757.06,1,1,1,104000.06,0.031653754,0,15704315
683,France,0,29,9,0.0,2,1,1,48849.89,0.005916524,0,15592914
698,Germany,1,55,8,155059.1,2,1,1,144584.29,0.15378828,0,15566633
663,France,1,67,9,0.0,3,1,1,72318.77,0.32232216,0,15680611
468,Spain,1,26,1,131643.25,1,1,0,64436.16,0.02501397,0,15656937
591,Spain,1,36,7,135216.8,1,1,1,122022.89,0.018859714,0,15741728
430,Germany,1,49,3,137115.16,1,1,0,146516.86,0.7999902,1,15690829
661,France,0,41,1,0.0,2,0,1,131300.68,0.060553107,0,15763218
501,France,1,44,4,142051.07,2,0,1,74940.5,0.012075877,0,15792365
745,France,0,36,9,0.0,1,1,0,19605.18,0.13293312,1,15610416
666,France,0,27,1,85225.21,1,0,1,64511.44,0.019051604,0,15648858
686,Spain,1,45,3,74274.87,3,1,0,64907.48,0.9983026,1,15623107
661,Germany,1,44,1,141136.62,1,1,0,189742.78,0.8182691,1,15805303
608,Germany,1,42,8,131390.75,2,1,0,71178.09,0.030745571,0,15661734
705,Germany,0,40,3,92889.91,1,1,1,109496.69,0.36115906,0,15769980
760,France,1,43,8,121911.59,1,1,0,193312.33,0.08540369,0,15775662
698,Germany,0,36,7,121263.62,1,1,1,13387.88,0.47391304,0,15577514
476,France,1,37,4,0.0,1,1,1,55775.84,0.06460325,1,15714981
822,France,1,32,8,116358.0,1,1,0,108798.36,0.018221457,0,15744622
850,France,0,42,8,0.0,1,1,0,19632.64,0.36240584,1,15733973
745,France,0,33,1,0.0,2,1,1,174431.01,0.0022222437,0,15581968
579,France,0,38,4,175739.36,1,1,1,193130.55,0.3898276,0,15776518
753,Germany,0,38,9,151766.71,1,1,1,180829.99,0.065636925,0,15765487
667,France,1,27,7,156811.74,1,1,1,149402.59,0.05769807,0,15769402
638,France,0,48,10,138333.03,1,1,1,47679.14,0.54220414,0,15805955
730,Spain,0,62,2,0.0,2,1,1,162889.1,0.1544199,0,15638231
758,Spain,0,35,5,0.0,2,0,0,100365.51,0.021981586,0,15773731
549,France,0,29,8,0.0,2,1,1,189558.44,0.012430164,0,15793343
708,France,1,32,10,86614.06,2,1,1,172129.26,0.0027940231,0,15778752
568,Germany,0,31,1,61592.14,2,1,1,61796.64,0.015151655,0,15762332
519,France,1,48,10,71083.98,1,1,0,137959.0,0.85566235,0,15584704
631,Germany,0,29,2,96863.52,2,1,1,31613.35,0.009368335,0,15627741
757,France,1,32,9,0.0,2,1,0,115950.96,0.006992469,0,15649129
734,France,1,30,3,0.0,2,1,0,107640.25,0.028086305,0,15682757
678,France,1,31,2,0.0,2,1,1,58803.28,0.010623829,0,15667215
762,Germany,1,56,10,100260.88,3,1,1,77142.42,0.98420817,1,15606641
660,Spain,0,61,5,155931.11,1,1,1,158338.39,0.6168017,0,15684171
730,France,0,27,7,0.0,2,1,0,144099.48,0.08187942,0,15797665
645,France,0,48,7,90612.34,1,1,1,149139.13,0.5768805,0,15792388
660,Germany,1,31,9,125189.75,2,1,1,139874.43,0.010622035,0,15585388
565,Germany,0,40,1,89994.71,2,0,1,121084.27,0.5179218,0,15708162
686,France,0,34,3,123971.51,2,1,0,147794.63,0.03727552,0,15734886
740,France,1,44,9,0.0,1,0,1,96528.0,0.35441315,1,15804038
721,Spain,1,33,5,0.0,2,0,1,117626.9,0.004745441,0,15762821
604,France,0,71,2,0.0,2,1,1,49506.82,0.002228573,0,15611599
539,France,0,47,2,127286.04,2,1,1,166929.43,0.272105,1,15707602
759,Spain,1,38,1,0.0,2,1,0,20778.39,0.009186846,0,15814033
567,Germany,1,41,0,134378.89,1,1,1,105746.94,0.19251554,0,15763415
742,France,1,31,4,105239.1,1,1,1,19700.24,0.017632896,0,15643392
687,France,0,72,9,0.0,1,0,1,69829.4,0.007942858,0,15782569
614,France,0,34,5,0.0,2,1,0,185561.89,0.017345015,0,15659820
828,Spain,1,47,1,109876.82,2,1,0,83611.45,0.10055618,1,15723864
764,Germany,0,39,9,138341.51,1,1,0,50072.94,0.60787886,1,15801169
635,Spain,1,46,8,0.0,2,1,1,60739.16,0.03126511,0,15763874
546,France,0,30,5,0.0,2,0,1,198543.09,0.010378441,0,15617476
484,Spain,0,35,7,133868.21,1,1,1,27286.1,0.015991947,0,15755209
721,France,1,36,1,155176.83,2,1,1,49653.37,0.023831563,0,15652658
609,Germany,0,40,10,137389.77,2,1,0,170122.22,0.32814163,0,15757829
684,Germany,0,48,10,126384.42,1,1,1,198129.36,0.27384833,0,15760085
586,France,0,38,2,0.0,2,1,0,87168.46,0.057326727,0,15716186
835,France,1,35,6,127120.07,1,1,0,28707.69,0.4218727,0,15766746
709,France,0,41,3,150300.65,2,1,0,71672.86,0.03365002,0,15809999
554,Spain,1,37,3,0.0,2,1,0,166177.3,0.0076757437,0,15720123
765,France,0,56,1,0.0,1,1,0,13228.93,0.9962334,1,15707637
610,France,0,27,9,159561.93,1,0,1,103381.47,0.02157989,0,15576077
592,Germany,0,34,6,102143.93,2,1,1,102628.98,0.011843646,0,15667971
676,France,0,34,8,100359.54,1,0,0,46038.28,0.053931106,0,15793197
613,France,1,20,3,0.0,2,1,1,149613.77,0.0009128125,0,15748123
607,France,0,32,6,0.0,2,0,0,196062.01,0.03703631,0,15774536
593,Germany,0,39,8,151391.68,1,1,0,27274.6,0.03513994,1,15793478
638,France,1,24,1,0.0,2,0,1,162597.15,0.000547045,0,15575676
711,France,0,25,5,190066.54,1,0,0,51345.39,0.110746466,1,15638989
634,Germany,0,46,5,123642.36,1,1,1,49725.16,0.8362575,1,15738605
439,France,1,36,2,165536.28,2,1,1,123956.83,0.06880423,0,15715160
650,Spain,1,42,4,194532.66,1,1,0,171045.31,0.5900361,1,15617065
742,France,0,25,4,132116.13,2,1,0,129933.5,0.011352147,0,15766906
639,France,0,35,8,0.0,1,0,0,164453.98,0.20667191,0,15585892
504,France,0,32,8,206663.75,1,0,0,16281.94,0.11772541,0,15627971
701,France,1,23,3,0.0,2,1,0,38960.59,0.0008920366,0,15725767
645,France,1,40,6,131411.24,1,1,1,194656.11,0.20512165,0,15690731
699,Spain,0,25,8,0.0,2,1,1,52404.47,0.01215164,0,15769781
571,France,0,38,6,107193.82,2,0,0,38962.94,0.03832453,0,15724423
667,France,1,23,1,0.0,2,1,0,91573.19,0.0020892166,0,15608230
638,Spain,1,34,5,146679.77,1,1,0,102179.86,0.21149233,0,15687171
713,Spain,0,48,1,163760.82,1,0,0,157381.14,0.7569606,1,15761497
584,Spain,0,30,5,0.0,2,1,1,185201.58,0.002018963,0,15656188
687,France,1,34,7,129895.19,1,0,1,28698.17,0.058109615,0,15795963
613,Germany,1,69,9,78778.49,1,0,1,8751.59,0.06100152,0,15656865
694,France,1,42,8,133767.19,1,1,0,36405.21,0.03691028,0,15653110
682,France,1,30,9,0.0,2,1,1,2053.42,0.0041435175,0,15681327
796,France,0,50,1,94164.0,1,1,1,189414.74,0.14684933,0,15760521
655,France,1,44,8,87471.63,1,0,1,188593.98,0.13904414,0,15779809
586,Spain,1,42,6,0.0,2,1,1,123410.23,0.0031275158,0,15696812
640,France,0,33,6,84719.13,2,1,1,113048.79,0.009093962,0,15613734
666,Germany,0,37,2,158468.76,1,0,1,93266.01,0.1233061,0,15664083
543,France,1,42,7,0.0,1,1,1,56650.47,0.21530858,0,15676091
492,Germany,0,49,2,151249.45,2,1,1,167237.94,0.43934816,0,15607269
792,France,1,50,9,0.0,4,1,1,194700.81,0.99860305,1,15605279
646,Germany,1,39,6,121681.91,2,0,1,61793.47,0.09294639,0,15645896
741,Germany,1,36,8,116993.43,2,1,0,168816.22,0.123815924,0,15618225
521,France,1,30,2,107316.09,1,1,0,64299.82,0.16439487,0,15668958
782,France,0,70,7,97072.42,1,0,1,131177.22,0.004357609,0,15616088
743,France,1,43,5,0.0,2,0,0,113079.19,0.02197065,1,15782608
737,France,1,30,8,174356.13,1,0,0,31928.5,0.016563581,0,15699797
674,France,1,18,7,0.0,2,1,1,55753.12,0.0006853555,1,15758372
676,France,1,38,8,0.0,2,1,1,133692.88,0.0068407706,0,15658852
835,Spain,1,38,7,86824.09,1,0,0,175905.97,0.09069942,0,15734970
573,Spain,1,46,3,65269.23,1,0,1,189988.65,0.37450433,1,15664849
727,Spain,0,57,1,109679.72,1,0,1,753.37,0.49958318,0,15569247
664,France,0,34,7,93920.47,1,0,0,179913.98,0.09347574,0,15807239
621,Germany,0,31,8,100375.39,1,1,1,90384.26,0.14836228,0,15629739
660,Germany,1,46,5,109019.65,2,1,1,33680.56,0.35386065,0,15619016
531,Spain,0,45,1,126495.57,2,1,1,164741.5,0.10581135,0,15737605
596,Spain,1,30,6,121345.88,4,1,0,41921.75,0.99530435,1,15625824
732,France,1,25,0,110942.9,1,0,0,172576.56,0.0032332698,0,15639368
488,France,0,22,6,0.0,2,1,1,66393.89,0.0019008857,0,15568328
713,France,0,25,4,121172.97,1,1,1,56268.98,0.00972431,0,15674573
697,Germany,0,48,2,108128.96,2,1,1,103944.37,0.25057688,0,15675185
651,Spain,1,38,2,0.0,3,1,0,67029.82,0.555577,1,15716608
658,Germany,1,37,3,168735.74,2,0,0,70370.24,0.035970695,0,15624866
613,Spain,1,29,0,0.0,2,0,1,133897.32,0.0036792883,0,15600792
779,Germany,1,37,7,120092.52,2,1,0,135925.72,0.22662319,0,15781307
579,Germany,0,39,5,117833.3,3,0,0,5831.0,0.9644812,1,15595324
588,Germany,0,48,1,143279.58,2,1,0,31580.8,0.1907534,1,15636330
664,France,1,46,2,0.0,1,1,1,177423.02,0.41592473,1,15809736
633,France,1,29,10,130206.28,1,1,0,184654.87,0.009522346,0,15737310
779,France,0,41,10,99786.2,1,1,0,86927.53,0.1210758,0,15632050
623,France,0,35,5,0.0,2,1,0,101192.08,0.052485604,0,15734628
744,Spain,0,26,5,166297.89,1,1,1,181694.44,0.08697018,0,15727556
644,France,1,33,7,174571.36,1,0,1,43943.09,0.09409165,0,15704597
467,France,1,57,1,0.0,2,1,1,114448.77,0.12043159,0,15682211
736,France,1,43,4,176134.54,1,1,1,52856.88,0.06472839,0,15611371
592,Spain,1,55,8,85845.43,2,1,1,128918.42,0.2600924,0,15720338
617,France,0,27,4,0.0,2,0,0,190269.21,0.016533153,0,15716518
717,Germany,0,33,0,115777.23,1,1,1,81508.1,0.04815305,0,15572428
781,Spain,1,35,4,80790.74,1,1,0,116429.51,0.12500347,0,15813422
619,Spain,1,34,1,0.0,1,1,0,139919.38,0.1324677,0,15799435
571,France,0,47,7,0.0,2,0,0,112366.98,0.09021055,0,15778604
570,France,0,58,8,0.0,1,0,1,116503.92,0.33481944,1,15677020
809,Germany,1,41,1,79706.25,2,1,0,165675.01,0.0012850753,0,15745030
703,Germany,0,26,1,97331.19,1,1,0,63717.49,0.23678054,0,15604314
475,France,0,32,8,119023.28,1,1,0,100816.29,0.12308221,0,15790678
692,Germany,0,43,2,69014.49,2,0,0,164621.43,0.31644312,0,15763704
484,Spain,0,39,5,0.0,2,1,1,175224.12,0.019373914,0,15806332
705,Spain,0,57,3,0.0,2,1,1,34134.14,0.024074255,0,15754649
674,France,0,45,6,72494.69,1,0,1,140041.78,0.38113046,0,15614847
639,France,1,77,6,80926.02,2,1,1,55829.25,0.0015791137,0,15638871
571,France,1,38,1,121405.04,1,1,1,154844.22,0.032129277,0,15699963
524,Germany,1,29,9,144287.6,2,1,0,32063.3,0.08949211,0,15605791
671,Spain,1,50,8,0.0,1,0,1,2560.11,0.5142102,0,15732113
653,Spain,1,30,4,0.0,2,1,0,120736.04,0.007920465,0,15780572
554,France,1,40,4,0.0,1,0,1,168780.04,0.16662802,0,15662151
711,France,0,34,6,0.0,2,1,1,175310.38,0.009356116,0,15711750
589,France,0,59,2,0.0,2,1,1,126160.24,0.039047256,1,15677052
637,France,1,32,5,0.0,1,0,0,148769.08,0.04175531,0,15621267
445,Germany,0,48,7,168286.58,1,1,0,16645.77,0.17370531,1,15650538
598,France,0,40,9,0.0,1,1,0,68462.59,0.6684083,1,15643158
651,Spain,0,45,10,135923.16,1,1,0,18732.84,0.33932012,0,15647266
572,France,1,33,5,0.0,1,0,1,41139.05,0.09970744,0,15682528
739,Germany,1,45,7,102703.62,1,0,1,147802.94,0.53431976,1,15715142
697,Germany,1,31,3,108805.42,2,0,1,123825.83,0.065982156,0,15754267
786,Spain,1,40,6,0.0,2,0,0,41248.8,0.020822614,0,15578788
599,Germany,1,40,10,137456.28,2,1,1,14113.11,0.08106289,0,15794868
735,France,1,31,3,119558.35,1,0,0,72927.68,0.04137651,0,15720508
850,Germany,1,43,0,108508.82,3,1,0,184044.8,0.99370253,1,15750335
708,France,0,33,8,0.0,2,0,1,15246.83,0.07708439,0,15693543
687,Spain,0,40,1,0.0,2,1,0,8207.36,0.3432042,0,15621021
619,Germany,0,41,5,92467.58,1,1,0,38270.47,0.24072485,0,15599078
776,France,0,38,2,169824.46,1,1,0,169291.7,0.4813547,0,15571973
720,Spain,1,31,4,141356.47,1,0,0,137985.69,0.066905335,0,15616525
785,France,0,39,1,130147.98,1,1,0,163798.41,0.110833675,1,15778005
774,France,1,36,7,103688.19,1,0,1,118971.74,0.019376786,0,15793813
699,Germany,1,36,2,123601.56,2,1,0,103557.85,0.07460096,0,15692430
776,France,1,36,1,0.0,2,1,0,53477.76,0.014598257,0,15794297
559,France,1,34,4,0.0,2,1,1,66721.98,0.004455341,0,15706899
670,France,1,37,2,0.0,2,1,1,54229.74,0.0035343575,0,15805627
740,Germany,0,36,4,109044.6,1,0,0,94554.74,0.31687567,1,15711455
577,Spain,1,29,2,0.0,1,1,1,168924.41,0.07770961,0,15574743
761,France,0,33,6,138053.79,2,1,0,148779.41,0.04332502,0,15566295
795,France,1,32,2,117265.21,1,1,1,198317.23,0.029119996,0,15720110
765,France,1,41,4,124182.21,1,0,0,100153.43,0.04652505,0,15786392
517,Germany,0,59,8,154110.99,2,1,0,101240.08,0.9745319,1,15673238
621,France,0,50,5,0.0,2,1,0,191756.54,0.06398726,1,15659092
627,Spain,0,28,3,157597.61,1,0,1,34097.22,0.041846186,0,15688085
624,Spain,1,46,3,0.0,2,1,1,62825.03,0.009641913,0,15615032
656,Germany,0,23,4,163549.63,1,0,1,21085.12,0.008152033,0,15799815
586,France,0,35,7,164769.02,3,1,0,119814.25,0.9932413,1,15764604
590,Spain,0,51,3,154962.99,3,0,1,191932.27,0.9983882,1,15775318
523,France,1,30,1,83181.29,1,1,1,138176.78,0.016139086,0,15581479
728,France,1,37,0,0.0,2,1,1,72203.8,0.019127816,0,15715796
593,Spain,0,38,4,88736.44,2,1,0,67020.03,0.19202717,0,15607040
648,France,0,50,9,102535.57,1,1,1,189543.19,0.18969807,0,15706365
530,France,0,33,4,129307.32,1,1,1,172930.28,0.15178025,0,15690678
700,France,0,32,3,0.0,1,0,0,95740.37,0.37753797,0,15619436
546,France,1,29,5,0.0,1,1,1,94823.95,0.057310496,0,15800366
757,France,1,36,7,144852.06,1,0,0,130861.95,0.040905856,0,15767231
750,France,0,37,6,0.0,1,1,1,117948.0,0.121066116,1,15759284
683,Spain,0,36,7,0.0,2,1,0,104786.59,0.031212695,0,15745001
606,France,1,61,5,108166.09,2,0,1,8643.21,0.32028526,0,15631838
650,Spain,1,20,8,0.0,2,1,1,113469.65,0.0014049199,0,15568238
678,France,0,34,6,0.0,2,1,1,124592.84,0.007468564,0,15776211
664,Germany,0,36,2,127160.78,2,1,0,78140.75,0.1463492,0,15637979
627,France,1,44,6,153548.12,1,0,0,35300.08,0.080437854,1,15569098
649,Spain,0,36,6,86607.39,1,0,0,19825.09,0.11636267,0,15638159
779,Germany,1,33,1,158456.76,1,1,1,197000.92,0.082521625,1,15596800
766,Germany,1,47,9,129289.98,1,1,0,169935.46,0.92139584,1,15677796
684,Spain,0,38,3,0.0,2,1,0,44255.65,0.07939725,0,15668886
744,France,1,42,1,112419.92,1,1,1,83022.92,0.027086103,0,15643378
783,Germany,0,58,3,127539.3,1,1,1,96590.39,0.48383403,1,15808526
744,Spain,1,30,1,128065.12,1,1,0,121525.48,0.106135815,0,15645136
513,France,1,35,8,0.0,1,1,0,76640.29,0.11633018,1,15719348
758,Germany,1,33,0,129142.54,2,1,1,26606.28,0.15799053,0,15681887
622,Germany,0,28,1,143124.63,2,1,0,81723.8,0.028307319,0,15633419
680,Germany,1,44,0,129974.79,2,1,1,33391.38,0.5273944,0,15811290
667,Germany,0,44,5,140406.68,2,0,1,57164.19,0.13383238,0,15710053
635,Spain,1,24,4,140197.18,1,1,1,142935.83,0.035432365,0,15720745
546,France,0,27,8,0.0,2,1,1,14858.1,0.005999639,0,15653620
610,France,0,35,7,81905.95,1,1,1,61623.19,0.04875159,0,15616168
678,Germany,1,36,1,117864.85,2,1,0,27619.06,0.13067561,0,15795895
599,Spain,1,35,6,137102.65,1,0,0,76870.81,0.043072775,0,15802220
589,France,0,50,4,0.0,2,0,1,182076.97,0.21708365,0,15711181
698,France,1,29,5,95167.55,1,1,1,152723.23,0.008595261,0,15576304
748,Germany,1,45,2,119852.01,1,0,0,73853.94,0.9173474,1,15595842
535,Spain,1,48,9,109472.47,1,1,0,157358.43,0.59257215,1,15747323
601,Germany,0,48,8,120782.7,1,1,0,63940.68,0.90503925,1,15647842
810,France,0,38,9,153166.17,1,1,1,93261.69,0.037289895,0,15741865
570,Spain,1,21,7,116099.82,1,1,1,148087.62,0.004971502,0,15662091
696,Spain,1,41,9,127523.75,1,0,1,191417.42,0.019221583,0,15794874
656,Germany,0,49,9,97092.87,1,1,0,74771.22,0.6005906,1,15624519
838,Spain,0,41,5,0.0,2,1,0,81313.51,0.02608607,0,15638751
585,Spain,0,56,1,128472.8,1,1,0,186476.91,0.931901,1,15702095
594,France,1,61,3,62391.22,1,1,1,192434.11,0.61181796,0,15630241
688,Germany,1,41,2,112871.19,2,0,1,65520.74,0.12912177,0,15717290
762,France,1,26,6,130428.78,1,1,0,173365.89,0.055781674,0,15789379
669,France,1,25,1,157848.53,1,0,0,37543.93,0.0013791405,1,15753549
602,France,0,63,7,0.0,2,1,1,56323.21,0.015203891,0,15653715
504,Germany,0,44,0,131873.07,2,1,1,158036.72,0.1327245,1,15732437
682,France,1,38,4,107192.38,1,1,1,15669.17,0.091718085,0,15729412
850,Germany,0,45,5,127258.79,1,1,1,192744.23,0.067460954,1,15629078
567,France,1,54,9,96402.96,1,0,0,52035.29,0.89650893,1,15722991
617,Spain,1,50,7,0.0,1,1,0,184839.7,0.50756925,1,15597968
652,France,1,51,7,0.0,2,0,1,43496.36,0.030230884,0,15609637
835,Germany,0,47,5,108289.28,2,1,1,45859.55,0.10174751,1,15609558
688,France,0,32,6,123157.95,1,1,0,172531.23,0.1976546,0,15726354
646,France,0,37,7,96558.66,1,0,0,163427.18,0.10141721,0,15701333
743,France,1,30,7,77599.23,1,0,0,144407.1,0.014001362,0,15626898
507,France,0,29,4,89349.47,2,0,0,180626.68,0.04717674,0,15671387
652,France,1,31,2,119148.55,1,0,0,149740.22,0.025801118,0,15632143
588,Spain,0,35,7,0.0,2,1,1,108739.15,0.018740382,0,15702293
640,France,0,20,4,0.0,2,0,1,78310.82,0.0026634664,0,15583033
545,Germany,1,37,9,95829.13,2,0,1,104936.88,0.017115148,0,15657228
350,France,0,40,0,111098.85,1,1,1,172321.21,0.95105505,1,15668309
651,Germany,1,41,1,90218.11,1,1,0,174337.68,0.49344057,0,15745452
672,France,1,52,8,170008.84,1,0,0,56407.42,0.45537418,1,15672374
438,Germany,1,31,8,78398.69,1,1,0,44937.01,0.042004574,0,15746726
556,France,1,40,5,125909.85,1,1,1,95124.4,0.04040542,0,15740846
719,France,1,36,3,155423.17,1,1,1,199841.32,0.0064643226,0,15804211
578,France,1,23,10,88980.32,1,1,1,125222.36,0.0023966853,0,15657085
674,France,0,21,9,120150.39,2,1,1,33964.03,0.00040309498,0,15699047
692,France,0,36,3,79551.12,1,0,1,178267.07,0.30826107,0,15675983
719,Spain,1,38,0,0.0,1,1,0,126876.47,0.38859218,0,15788483
840,Germany,0,51,1,87779.83,1,0,1,36687.11,0.8868024,1,15612207
526,France,1,28,1,112070.44,1,0,1,126281.83,0.013783473,0,15603743
468,France,0,56,10,0.0,3,0,1,62256.87,0.92894065,1,15752081
625,Germany,0,49,4,128504.76,1,1,0,126812.63,0.8269129,1,15724154
495,France,1,47,10,137682.68,1,1,0,71071.47,0.38305014,0,15707011
659,France,1,36,6,123841.49,2,1,0,96833.0,0.050463226,0,15586914
787,France,0,85,10,0.0,2,1,1,116537.96,0.0008533571,0,15578006
673,France,0,43,5,168069.73,1,1,1,146992.24,0.14151968,1,15755638
695,Germany,0,53,8,95231.91,1,0,0,70140.8,0.5841417,1,15664001
690,Germany,0,54,1,144027.8,1,1,1,108731.02,0.6088568,1,15567778
720,Germany,1,60,9,115920.62,2,0,0,157552.08,0.89192444,1,15677921
432,Germany,0,45,3,110219.14,1,1,0,43046.7,0.8422551,1,15813067
641,France,1,31,10,155978.17,1,1,0,91510.71,0.20830357,0,15699619
676,Germany,1,48,3,80697.44,1,0,0,101397.86,0.80512875,0,15729582
468,France,1,46,7,91443.75,1,1,0,10958.18,0.5497171,0,15743714
515,France,0,28,9,0.0,2,0,0,94141.75,0.021687098,0,15653696
671,Spain,1,32,6,123912.78,2,1,1,146636.44,0.004374928,0,15659355
772,Germany,1,26,7,152400.51,2,1,0,79414.0,0.0039484138,0,15685500
571,France,1,40,10,112896.86,1,1,1,121402.53,0.074488066,0,15757628
726,France,0,42,2,109471.79,1,0,1,175161.05,0.079615586,0,15583668
606,Spain,0,23,10,70417.79,1,0,1,90896.04,0.04551397,0,15607753
624,Spain,0,35,7,119656.45,2,1,1,4595.05,0.029765684,0,15741417
636,Germany,1,67,7,136709.35,1,0,1,66753.1,0.34777054,1,15679818
463,Germany,0,41,8,123151.51,2,1,0,70127.93,0.19618942,0,15764335
635,Germany,0,65,5,117325.54,1,1,0,155799.86,0.9749809,1,15638610
576,Spain,1,52,2,100549.43,2,1,1,16644.16,0.1630068,0,15810775
795,Spain,0,56,5,0.0,1,1,0,35418.69,0.98952276,1,15813113
521,France,0,39,6,0.0,2,0,1,27375.15,0.03296226,0,15634896
554,Germany,1,26,4,121365.39,1,1,1,8742.36,0.08293676,0,15742681
733,Spain,1,44,3,106070.89,1,0,1,101617.43,0.12701282,0,15665861
718,France,0,49,10,0.0,1,1,0,184474.72,0.75784063,1,15760216
554,France,0,39,10,160132.75,1,1,0,32824.15,0.22558038,0,15632609
490,France,1,34,5,122952.9,2,0,0,154360.97,0.012809095,0,15684722
652,Spain,0,42,4,0.0,2,1,1,38152.01,0.013883539,0,15800228
674,France,1,26,6,166257.96,1,1,1,149369.41,0.011699817,0,15724099
498,France,0,29,9,0.0,1,1,0,190035.83,0.30936754,0,15736271
811,France,1,42,10,0.0,2,1,1,3797.79,0.0038336979,0,15767626
850,France,1,31,6,131996.66,2,1,1,178747.43,0.012116996,0,15743760
634,Spain,1,36,2,85996.19,1,1,0,15887.68,0.05278537,0,15734999
588,France,0,64,3,0.0,1,1,1,189703.65,0.19745222,0,15794276
663,Germany,0,36,6,77253.5,1,0,0,35817.97,0.06799524,1,15637876
609,France,1,39,3,121778.71,1,1,1,138399.67,0.03449194,0,15711521
817,Germany,0,46,0,89087.89,1,0,1,87941.85,0.41347146,1,15640409
763,Germany,1,32,9,160680.41,1,1,0,30886.35,0.18185776,0,15809347
634,Germany,1,38,2,148430.55,1,1,1,56055.72,0.76269287,0,15790846
708,Spain,1,19,7,112615.86,1,1,1,4491.77,0.0015569949,0,15579892
529,Spain,1,34,9,0.0,1,1,1,93208.22,0.111280866,0,15596011
793,Spain,1,52,2,0.0,1,1,0,159123.82,0.92577106,1,15713483
786,Spain,1,29,7,80895.44,2,1,0,64945.57,0.0138732735,0,15650244
642,Spain,0,33,9,0.0,2,1,1,150475.14,0.0050553023,0,15814940
603,Germany,1,35,1,123407.69,1,1,0,152541.89,0.15410176,1,15642162
582,France,1,31,2,0.0,2,1,1,33747.03,0.0026252624,0,15716800
598,Spain,0,35,8,0.0,3,0,1,88658.73,0.8012212,0,15649183
644,Germany,1,47,9,137774.11,2,1,0,151902.78,0.61407405,0,15786153
627,Germany,1,29,5,139541.58,2,1,0,80607.33,0.05388053,0,15612627
556,Germany,1,33,3,124213.36,2,1,0,62627.55,0.055809896,0,15567893
696,Spain,1,24,9,0.0,1,0,0,10883.52,0.36544535,0,15702806
454,Spain,0,48,5,144837.79,1,1,1,93151.77,0.020971378,0,15710316
850,France,1,31,1,96399.31,2,1,0,106534.15,0.0020535432,0,15659949
606,Spain,1,34,3,161572.24,1,0,1,191076.22,0.4627209,0,15776096
746,Spain,1,49,7,0.0,2,0,1,10096.25,0.039819106,0,15801256
734,France,1,51,1,118537.47,1,1,1,116912.45,0.33797315,0,15769522
694,France,1,47,4,0.0,2,1,0,197528.62,0.04062318,0,15652289
